,max_iter_predict,multi_class,n_restarts_optimizer,Accuracy
0,100,one_vs_rest,0,0.7779961565338924
1,100,one_vs_rest,1,0.7779961565338924
2,700,one_vs_one,0,0.7779961565338924
3,700,one_vs_rest,100,0.7779961565338924
4,700,one_vs_rest,10,0.7779961565338924
5,700,one_vs_rest,1,0.7779961565338924
6,700,one_vs_rest,0,0.7779961565338924
7,600,one_vs_one,100,0.7779961565338924
8,600,one_vs_one,10,0.7779961565338924
9,600,one_vs_one,1,0.7779961565338924
10,600,one_vs_one,0,0.7779961565338924
11,600,one_vs_rest,100,0.7779961565338924
12,600,one_vs_rest,10,0.7779961565338924
13,600,one_vs_rest,1,0.7779961565338924
14,600,one_vs_rest,0,0.7779961565338924
15,500,one_vs_one,100,0.7779961565338924
16,500,one_vs_one,10,0.7779961565338924
17,700,one_vs_one,1,0.7779961565338924
18,700,one_vs_one,10,0.7779961565338924
19,700,one_vs_one,100,0.7779961565338924
20,900,one_vs_rest,0,0.7779961565338924
21,900,one_vs_one,10,0.7779961565338924
22,900,one_vs_one,1,0.7779961565338924
23,900,one_vs_one,0,0.7779961565338924
24,900,one_vs_rest,100,0.7779961565338924
25,900,one_vs_rest,10,0.7779961565338924
26,900,one_vs_rest,1,0.7779961565338924
27,800,one_vs_one,100,0.7779961565338924
28,800,one_vs_rest,0,0.7779961565338924
29,800,one_vs_one,10,0.7779961565338924
30,800,one_vs_one,1,0.7779961565338924
31,800,one_vs_one,0,0.7779961565338924
32,800,one_vs_rest,100,0.7779961565338924
33,800,one_vs_rest,10,0.7779961565338924
34,800,one_vs_rest,1,0.7779961565338924
35,500,one_vs_one,1,0.7779961565338924
36,500,one_vs_one,0,0.7779961565338924
37,500,one_vs_rest,100,0.7779961565338924
38,200,one_vs_rest,1,0.7779961565338924
39,200,one_vs_one,100,0.7779961565338924
40,200,one_vs_one,10,0.7779961565338924
41,200,one_vs_one,1,0.7779961565338924
42,200,one_vs_one,0,0.7779961565338924
43,200,one_vs_rest,100,0.7779961565338924
44,200,one_vs_rest,10,0.7779961565338924
45,200,one_vs_rest,0,0.7779961565338924
46,300,one_vs_rest,1,0.7779961565338924
47,100,one_vs_one,100,0.7779961565338924
48,100,one_vs_one,10,0.7779961565338924
49,100,one_vs_one,1,0.7779961565338924
50,100,one_vs_one,0,0.7779961565338924
51,100,one_vs_rest,100,0.7779961565338924
52,100,one_vs_rest,10,0.7779961565338924
53,300,one_vs_rest,0,0.7779961565338924
54,300,one_vs_rest,10,0.7779961565338924
55,500,one_vs_rest,10,0.7779961565338924
56,400,one_vs_rest,100,0.7779961565338924
57,500,one_vs_rest,1,0.7779961565338924
58,500,one_vs_rest,0,0.7779961565338924
59,400,one_vs_one,100,0.7779961565338924
60,400,one_vs_one,10,0.7779961565338924
61,400,one_vs_one,1,0.7779961565338924
62,400,one_vs_one,0,0.7779961565338924
63,400,one_vs_rest,10,0.7779961565338924
64,300,one_vs_rest,100,0.7779961565338924
65,400,one_vs_rest,1,0.7779961565338924
66,400,one_vs_rest,0,0.7779961565338924
67,300,one_vs_one,100,0.7779961565338924
68,300,one_vs_one,10,0.7779961565338924
69,300,one_vs_one,1,0.7779961565338924
70,300,one_vs_one,0,0.7779961565338924
71,900,one_vs_one,100,0.7779961565338924
